Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (127_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (131, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance: F1: 126, Sample, Treatment_rep2"	"Abundance: F1: 127_N, Sample, Treatment_rep2"	"Abundance: F1: 127_C, Sample, Treatment_rep2"	"Abundance: F1: 128_N, Sample, Treatment_rep2"	"Abundance: F1: 128_C, Sample, Treatment_rep2"	"Abundance: F1: 129_N, Sample, Treatment_rep2"	"Abundance: F1: 129_C, Sample, Treatment_rep2"	"Abundance: F1: 130_N, Sample, Treatment_rep2"	"Abundance: F1: 130_C, Sample, Treatment_rep2"	"Abundance: F1: 131, Sample, Treatment_rep2"	"Abundances Count: F1: 126, Sample, Treatment_rep2"	"Abundances Count: F1: 127_N, Sample, Treatment_rep2"	"Abundances Count: F1: 127_C, Sample, Treatment_rep2"	"Abundances Count: F1: 128_N, Sample, Treatment_rep2"	"Abundances Count: F1: 128_C, Sample, Treatment_rep2"	"Abundances Count: F1: 129_N, Sample, Treatment_rep2"	"Abundances Count: F1: 129_C, Sample, Treatment_rep2"	"Abundances Count: F1: 130_N, Sample, Treatment_rep2"	"Abundances Count: F1: 130_C, Sample, Treatment_rep2"	"Abundances Count: F1: 131, Sample, Treatment_rep2"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P02452	Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5	0.614754098	1	2	1	1	1464	138.857	5.8		1277	ENSG00000108821	COL1A1	17	cell communication;cell differentiation;cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;extracellular;Golgi;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf00093, Pf01391, Pf01410"	1.06	1.365	1.381	1.419	1.263	1.251	1.161	1.175	1.059	201.6	213.7	275.2	278.4	286	254.7	252.2	234	236.8	213.4	1	1	1	1	1	1	1	1	1	1	0.026	0	2.515253782	1	47.92	1
FALSE	IsMasterProtein	P02458	Collagen alpha-1(II) chain OS=Homo sapiens GN=COL2A1 PE=1 SV=3	2.488231338	3	6	3	1	1487	141.699	6.92		1280	ENSG00000139219	COL2A1	12	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm;extracellular;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf00093, Pf01391, Pf01410"	0.984	1.299	1.3	1.208	1.054	1.07	0.87	0.952	0.84	366	360.2	475.4	475.8	442.3	385.8	391.7	318.5	348.4	307.3	3	3	3	3	3	3	3	3	3	3	0.079	0	8.366281271	3	52.10994058	3
FALSE	IsMasterProtein	P02545	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	42.92168675	28	75	27	1	664	74.095	7.02		4000	ENSG00000160789	LMNA	1	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus	protein binding;structural molecule activity	"Pf00038, Pf00932"	1.017	1.04	0.99	0.779	0.45	0.225	0.118	0.087	0.071	12523.7	12736.3	13026.3	12403.4	9750.2	5637.5	2814.3	1482.1	1087.3	884.6	24	24	24	24	24	24	24	24	24	24	3.41	0	152.4830556	28	932.7251086	28
FALSE	IsMasterProtein	P02549	"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens GN=SPTA1 PE=1 SV=5"	18.93344357	36	74	36	1	2419	279.842	5.05		6708	ENSG00000163554	SPTA1	1	cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane	metal ion binding;protein binding;structural molecule activity	"Pf00018, Pf00435, Pf07653, Pf08726, Pf14604"	0.885	0.692	0.385	0.192	0.128	0.091	0.061	0.05	0.039	22194.4	19648.3	15365	8554.2	4264.6	2837.1	2025	1359.9	1114.1	861.6	34	34	34	34	34	34	34	34	34	34	0.653	0	150.0684683	36	818.033102	31
FALSE	IsMasterProtein	P02647	Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1	5.992509363	1	2	1	1	267	30.759	5.76		335	ENSG00000118137	APOA1	11	cell organization and biogenesis;cell proliferation;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytosol;endosome;extracellular;membrane;nucleus;organelle lumen	enzyme regulator activity;protein binding;transporter activity	Pf01442	1	1.025	0.92	0.791	0.57	0.538	0.407	0.331	0.313	483.1	483	495.1	444.6	381.9	275.3	260	196.8	159.9	151.3	1	1	1	1	1	1	1	1	1	1	0.116	0	5.734145641	1	49.06	1
FALSE	IsMasterProtein	P02649	Apolipoprotein E OS=Homo sapiens GN=APOE PE=1 SV=1	14.82649842	5	10	5	1	317	36.132	5.73		348	ENSG00000130203	APOE	19	cell communication;cell death;cell differentiation;cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;endoplasmic reticulum;endosome;extracellular;Golgi;membrane;nucleus;organelle lumen	antioxidant activity;catalytic activity;enzyme regulator activity;metal ion binding;protein binding;transporter activity	Pf01442	0.939	0.922	0.773	0.521	0.337	0.216	0.144	0.104	0.084	2441.2	2292.7	2251.7	1888	1271.3	822.1	527.4	351.9	253.1	204.9	5	5	5	5	5	5	5	5	5	5	0.585	0	15.07647848	5	58.67	5
FALSE	IsMasterProtein	P02745	Complement C1q subcomponent subunit A OS=Homo sapiens GN=C1QA PE=1 SV=2	5.714285714	1	1	1	1	245	26	9.11		712	ENSG00000173372	C1QA	1	cell communication;defense response;metabolic process;regulation of biological process;response to stimulus	extracellular;membrane	protein binding	"Pf00229, Pf00386, Pf01391"	0.919	0.961	0.804	0.373	0.125	0.069	0.039	0.024	0.013	1066	980	1024.5	857.5	398.1	133.7	73.5	41.4	25.9	13.8	1	1	1	1	1	1	1	1	1	1	0.166	0	1.765469909	1		
FALSE	IsMasterProtein	P02750	Leucine-rich alpha-2-glycoprotein OS=Homo sapiens GN=LRG1 PE=1 SV=2	4.322766571	2	3	2	1	347	38.154	6.95		116844	ENSG00000171236	LRG1	19	cell differentiation;regulation of biological process	extracellular;membrane	protein binding	"Pf12799, Pf13855"	1.014	1.09	1.009	0.885	0.781	0.751	0.641	0.615	0.497	431.7	437.6	470.6	435.7	382.1	337	324.4	276.9	265.6	214.5	1	1	1	1	1	1	1	1	1	1	0.212	0	5.221820712	2	48.36	1
FALSE	IsMasterProtein	P02751-15	Isoform 15 of Fibronectin OS=Homo sapiens GN=FN1	0.847799758	2	2	2	1	2477	272.15	5.5			ENSG00000115414		2		extracellular	protein binding	"Pf00039, Pf00040, Pf00041"	1.029	1.124	0.949	0.794	0.895	0.725	0.569	0.565	0.582	529.7	544.9	595.3	502.7	420.4	474	383.8	301.2	299.5	308.3	2	2	2	2	2	2	2	2	2	2	0.042	0	2.365045547	1	21.76	1
FALSE	IsMasterProtein	P02760	Protein AMBP OS=Homo sapiens GN=AMBP PE=1 SV=1	1.988636364	1	2	1	1	352	38.974	6.25		259	ENSG00000106927	AMBP	9	metabolic process;regulation of biological process;transport	cell surface;extracellular;membrane	enzyme regulator activity;protein binding	"Pf00014, Pf00061"	1.067	1.153	0.951	0.802	0.562	0.536	0.379	0.239	0.103	268.9	286.8	310.1	255.6	215.7	151.2	144.2	101.8	64.3	27.6	1	1	1	1	1	1	1	1	1	1	0.136	0	1.917515993	1	0	1
FALSE	IsMasterProtein	P02765	Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	5.449591281	3	16	3	1	367	39.3	5.72		197		AHSG	3	defense response;regulation of biological process;response to stimulus;transport	extracellular	enzyme regulator activity	Pf00031	1.017	1.227	0.865	0.81	0.71	0.716	0.606	0.545	0.427	2717.9	2763.1	3334.7	2351.3	2200.4	1930.7	1945	1646.6	1480	1161	4	4	4	4	4	4	4	4	4	4	0.668	0	27.46930003	3	90.45959857	3
FALSE	IsMasterProtein	P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	8.210180624	6	59	6	1	609	69.321	6.28		213	ENSG00000163631	ALB	4	cell communication;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;endoplasmic reticulum;extracellular;Golgi;nucleus;organelle lumen	antioxidant activity;catalytic activity;DNA binding;metal ion binding;protein binding	Pf00273	1.031	1.095	1.056	0.931	0.692	0.515	0.264	0.119	0.068	7553.4	7785.2	8271.1	7973.2	7035.2	5229.8	3886.8	1992.9	900.6	510.8	9	9	9	9	9	9	9	9	9	9	0.638	0	92.50723529	6	371.894303	6
FALSE	IsMasterProtein	P02774-3	Isoform 3 of Vitamin D-binding protein OS=Homo sapiens GN=GC	9.53346856	3	9	3	1	493	55.087	5.74									"Pf00273, Pf09164"	0.979	1.112	0.991	0.981	0.789	0.796	0.603	0.43	0.139	953.8	934.1	1060.9	945	936	752.8	759	575.3	410.2	132.9	3	3	3	3	3	3	3	3	3	3	0.259	0	15.28819156	3	88.83333333	3
FALSE	IsMasterProtein	P02786	Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2	33.02631579	23	81	23	1	760	84.818	6.61		7037	ENSG00000072274	TFRC	3	cell differentiation;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;endosome;extracellular;membrane;mitochondrion	catalytic activity;protein binding;receptor activity;RNA binding;transporter activity	"Pf02225, Pf04253, Pf04389"	0.974	1.042	0.967	0.854	0.694	0.559	0.311	0.163	0.1	12223.1	11900.5	12736.7	11815.2	10443.3	8480.7	6832.4	3805.8	1994.1	1227.1	24	24	24	24	24	24	24	24	24	24	2.384	0	164.1861023	23	1083.782611	21
FALSE	IsMasterProtein	P02787	Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3	2.005730659	1	4	1	1	698	77.014	7.12		7018	ENSG00000091513	TF	3	cellular homeostasis;coagulation;regulation of biological process;response to stimulus;transport	cell surface;endosome;extracellular;membrane;organelle lumen	metal ion binding;protein binding;transporter activity	"Pf00405, Pf12974"	1.152	1.208	1.13	1.019	0.788	0.675	0.601	0.554	0.554	235.9	271.8	284.9	266.6	240.4	185.9	159.2	141.7	130.7	130.8	1	1	1	1	1	1	1	1	1	1	0.053	0	5.408239365	1	35.56640566	1
FALSE	IsMasterProtein	P02788	Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6	5.211267606	4	9	4	1	710	78.132	8.12		4057	ENSG00000012223	LTF	3	cell organization and biogenesis;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;extracellular;nucleus;organelle lumen	catalytic activity;DNA binding;enzyme regulator activity;metal ion binding;protein binding	Pf00405	1.071	1.223	1.083	0.952	0.694	0.666	0.678	0.603	0.547	533	571.1	651.6	577.3	507.4	369.9	355.1	361.2	321.4	291.4	4	4	4	4	4	4	4	4	4	4	0.212	0	12.17733049	4	87.42	3
FALSE	IsMasterProtein	P02794	Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2	24.59016393	4	12	4	1	183	21.212	5.55		2495	ENSG00000167996	FTH1	11	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;nucleus	catalytic activity;metal ion binding;protein binding	Pf00210	1.005	1.128	0.923	0.767	0.495	0.289	0.182	0.165	0.172	1610.5	1618.1	1815.9	1486.2	1235.6	797.9	465.1	292.8	265.3	277.6	5	5	5	5	5	5	5	5	5	5	1.61	0	19.97106719	4	155.3418696	4
FALSE	IsMasterProtein	P02795	Metallothionein-2 OS=Homo sapiens GN=MT2A PE=1 SV=1	65.57377049	3	14	2	1	61	6.037	7.83		4502	ENSG00000125148	MT2A	16	cellular homeostasis;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	metal ion binding;protein binding		1.088	1.13	1.189	1.028	0.884	0.926	0.82	0.784	0.816	1570.9	1708.6	1774.8	1867.6	1615.3	1388.9	1454.9	1288	1231	1282	3	3	3	3	3	3	3	3	3	3	20.544	1	27.17781949	3	184.1685714	3
FALSE	IsMasterProtein	P03184	Packaging protein BFLF1 OS=Epstein-Barr virus (strain B95-8) GN=BFLF1 PE=3 SV=1	2.476190476	1	4	1	1	525	57.874	7.05									Pf01673	1.175	1.038	1.237	0.937	0.681	0.232	0.082	0.055	0.049	496.7	583.7	515.6	614.3	465.5	338.4	115	40.7	27.5	24.2	1	1	1	1	1	1	1	1	1	1	0.086	0	4.798532248	1		
FALSE	IsMasterProtein	P03190	Ribonucleoside-diphosphate reductase large subunit OS=Epstein-Barr virus (strain B95-8) GN=BORF2 PE=3 SV=1	2.179176755	1	1	1	1	826	92.971	6.05						metabolic process		catalytic activity;nucleotide binding	"Pf00317, Pf02867"	0.916	0.895	0.731	0.418	0.196	0.094	0.048	0.036	0.04	656.3	601.4	587.5	479.5	274.1	128.8	61.4	31.2	23.8	26.3	1	1	1	1	1	1	1	1	1	1	0.044	0	2.949333191	1		
FALSE	IsMasterProtein	P03198	DNA polymerase catalytic subunit OS=Epstein-Barr virus (strain B95-8) GN=BALF5 PE=1 SV=1	0.689655172	1	19	1	1	1015	113.346	7.44						metabolic process		catalytic activity;DNA binding;nucleotide binding	"Pf00136, Pf03104"	0.982	1.361	0.923	0.811	0.544	0.367	0.278	0.212	0.093	2334.9	2293.7	3177.4	2154.1	1893.7	1270	856.8	649.4	494.9	217.3	1	1	1	1	1	1	1	1	1	1	0.045	0	25.04747379	1	125.25	1
FALSE	IsMasterProtein	P03220	Protein BGLF3 OS=Epstein-Barr virus (strain B95-8) GN=BGLF3 PE=3 SV=1	3.614457831	1	1	1	1	332	37.684	4.89									Pf03038	0.984	0.917	0.627	0.335	0.168	0.083	0.037	0.023	0.017	945	930.1	866.9	592.7	316.4	158.9	78.9	34.6	21.9	15.7	1	1	1	1	1	1	1	1	1	1	0.116	0	2.304944992	1		
FALSE	IsMasterProtein	P03971	Muellerian-inhibiting factor OS=Homo sapiens GN=AMH PE=1 SV=3	2.142857143	2	2	1	1	560	59.158	7.33		268	ENSG00000104899	AMH	19	cell communication;cell differentiation;regulation of biological process;response to stimulus	cytoplasm;extracellular	protein binding	"Pf00019, Pf04709"	0.554	0.383	0.198	0.118	0.085	0.076	0.031	0.015	0.014	1183.5	655.3	453.5	234.2	139.3	100.3	89.6	36.4	18.2	16.6	1	1	1	1	1	1	1	1	1	1	0.166	0	4.558900118	2		
FALSE	IsMasterProtein	P04004	Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1	6.485355649	2	3	2	1	478	54.271	5.8		7448	ENSG00000109072	VTN	17	cell differentiation;cell organization and biogenesis;defense response;regulation of biological process;response to stimulus;transport	extracellular	protein binding;receptor activity	"Pf00045, Pf01033"	0.773	0.841	0.828	0.796	0.563	0.583	0.689	0.557	0.928	92.8	71.7	78	76.8	73.9	52.2	54.1	63.9	51.7	86.1	2	2	2	2	2	2	2	2	2	2	0.222	0	2.333548307	2	0	1
FALSE	IsMasterProtein	P04040	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	55.9772296	27	125	27	1	527	59.719	7.39		847	ENSG00000121691	CAT	11	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytosol;endoplasmic reticulum;Golgi;membrane;mitochondrion;organelle lumen;vacuole	antioxidant activity;catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf00199, Pf06628"	0.993	1.082	1.012	0.909	0.781	0.789	0.794	0.74	0.678	7266.7	7212.5	7862.4	7353.4	6605.3	5677.6	5736.7	5770.7	5380.7	4929.3	25	25	25	25	25	25	25	25	25	25	13.175	0	250.4605565	27	1450.909498	27
FALSE	IsMasterProtein	P04062	Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3	5.78358209	3	6	3	1	536	59.678	7.61		2629	ENSG00000177628	GBA	1	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	membrane;organelle lumen;vacuole	catalytic activity;protein binding	Pf02055	1.012	1.016	1.006	0.738	0.319	0.127	0.07	0.048	0.05	1652.9	1672.8	1680	1662.8	1219.8	526.5	210	115	79.2	82.7	3	3	3	3	3	3	3	3	3	3	0.241	0	12.23808885	3	100.49	3
FALSE	IsMasterProtein	P04066	Tissue alpha-L-fucosidase OS=Homo sapiens GN=FUCA1 PE=1 SV=4	6.223175966	3	6	3	1	466	53.655	6.84		2517	ENSG00000179163	FUCA1	1	metabolic process	cytoplasm;organelle lumen;vacuole	catalytic activity	Pf01120	0.776	0.786	0.753	0.686	0.277	0.207	0.079	0.016	0.01	442.6	343.6	348.1	333.4	303.7	122.5	91.7	34.9	7.2	2.9	1	1	1	1	1	1	1	1	1	1	0.318	0	11.38950586	3	88.79620669	3
FALSE	IsMasterProtein	P04075	Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2	75.54945055	29	1199	3	1	364	39.395	8.09		226	ENSG00000149925	ALDOA	16	cell organization and biogenesis;cellular homeostasis;coagulation;metabolic process;regulation of biological process;transport	cytoplasm;cytoskeleton;cytosol;extracellular;membrane;nucleus;organelle lumen	catalytic activity;protein binding;RNA binding	Pf00274	1.014	1.094	1.028	0.903	0.749	0.758	0.605	0.451	0.211	90865.9	92093.8	99418.8	93400.3	82017.3	68082.5	68836.2	55001.5	40966.2	19147.7	52	52	52	52	52	52	52	52	52	52	1104.295	46	2368.152306	28	13094.24346	27
FALSE	IsMasterProtein	P04075-2	Isoform 2 of Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA	66.02870813	26	527	1	1	418	45.232	8.25		226	ENSG00000149925	ALDOA	16	cell organization and biogenesis;cellular homeostasis;coagulation;metabolic process;regulation of biological process;transport	cytoskeleton;cytosol;extracellular;membrane;nucleus;organelle lumen	catalytic activity;protein binding;RNA binding	Pf00274	1.053	1.029	0.896	0.853	0.691	0.556	0.389	0.241	0.094	48.9	51.5	50.3	43.8	41.7	33.8	27.2	19	11.8	4.6	1	1	1	1	1	1	1	1	1	1	260.016	0			12717.67431	26
FALSE	IsMasterProtein	P04080	Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2	61.2244898	6	70	6	1	98	11.133	7.56		1476	ENSG00000160213	CSTB	21	regulation of biological process;response to stimulus	cytoplasm;nucleus	enzyme regulator activity;protein binding;RNA binding	Pf00031	1.015	1.043	0.987	0.852	0.684	0.721	0.591	0.527	0.381	5583.7	5667.7	5823.4	5508.8	4758.2	3818.5	4025.9	3298.8	2944.6	2125.9	7	7	7	7	7	7	7	7	7	7	67.129	0	156.8821808	5	1219.098026	4
FALSE	IsMasterProtein	P04083	Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2	62.71676301	19	148	19	1	346	38.69	7.02		301	ENSG00000135046	ANXA1	9	cell differentiation;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;cytoskeleton;endosome;extracellular;membrane;nucleus;vacuole	catalytic activity;DNA binding;enzyme regulator activity;metal ion binding;protein binding;RNA binding;structural molecule activity	Pf00191	0.87	0.937	0.855	0.566	0.18	0.098	0.052	0.039	0.033	26498.9	23063.2	24829.6	22650	14999.3	4764.8	2608.7	1373.6	1023.8	868.1	28	28	28	28	28	28	28	28	28	28	25.827	0	303.0730379	18	2017.658142	18
FALSE	IsMasterProtein	P04114	Apolipoprotein B-100 OS=Homo sapiens GN=APOB PE=1 SV=2	1.227262766	6	10	5	1	4563	515.283	7.05		338	ENSG00000084674	APOB	2	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;endosome;extracellular;Golgi;membrane;organelle lumen	protein binding;transporter activity	"Pf01347, Pf04286, Pf06448, Pf09172, Pf12491"	0.823	0.868	0.669	0.545	0.352	0.242	0.127	0.079	0.046	1076.8	886.3	934.3	720.2	586.5	379.1	260.8	136.5	84.6	49.4	4	4	4	4	4	4	4	4	4	4	0.047	0	7.847355843	5	34.97135987	4
FALSE	IsMasterProtein	P04150-3	Isoform Alpha-2 of Glucocorticoid receptor OS=Homo sapiens GN=NR3C1	10.53984576	6	11	6	1	778	85.761	6.49		2908	ENSG00000113580	NR3C1	5	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus;organelle lumen	DNA binding;metal ion binding;protein binding;receptor activity;signal transducer activity	"Pf00104, Pf00105, Pf02155"	0.812	0.724	0.706	0.591	0.517	0.461	0.412	0.385	0.351	2205.6	1791.1	1596.4	1557.2	1304.6	1139.5	1016	907.9	850.2	773.3	5	5	5	5	5	5	5	5	5	5	0.359	0	26.5218755	6	236.59	5
FALSE	IsMasterProtein	P04179	"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens GN=SOD2 PE=1 SV=2"	13.96396396	3	5	3	1	222	24.707	8.25		6648		SOD2	6	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;membrane;mitochondrion;organelle lumen	antioxidant activity;catalytic activity;DNA binding;metal ion binding;protein binding	"Pf00081, Pf02777"	0.909	1.048	0.67	0.601	0.402	0.43	0.279	0.205	0.197	340.7	309.7	357	228.2	204.6	137	146.6	95.1	69.9	67	2	2	2	2	2	2	2	2	2	2	0.425	0	6.176705837	3	24.99	2
FALSE	IsMasterProtein	P04181	"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1"	53.53075171	17	148	8	1	439	48.504	7.03		4942	ENSG00000065154	OAT	10	cell organization and biogenesis;metabolic process	mitochondrion;organelle lumen	catalytic activity;protein binding	Pf00202	0.999	1.088	1.014	0.919	0.775	0.737	0.527	0.194	0.069	14375.2	14355.1	15644.7	14575.1	13211.4	11146.8	10601.1	7571.1	2787.7	987.1	21	21	21	21	21	21	21	21	21	21	7.432	9	294.951876	17	1791.417296	15
FALSE	IsMasterProtein	P04181-2	"Isoform 2 of Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT"	48.17275748	10	59	1	1	301	32.832	5.33		4942	ENSG00000065154	OAT	10	cell organization and biogenesis;metabolic process	mitochondrion;organelle lumen	catalytic activity;protein binding	Pf00202	0.917	1.048	0.981	0.912	0.881	0.816	0.672	0.27	0.117	674.4	618.3	707	661.8	615	594.3	550.4	453.2	182	78.6	2	2	2	2	2	2	2	2	2	2	6.499	0	110.4049459	9	663.8871248	10
FALSE	IsMasterProtein	P04183	"Thymidine kinase, cytosolic OS=Homo sapiens GN=TK1 PE=1 SV=2"	58.97435897	12	49	12	1	234	25.452	8.51		7083	ENSG00000167900	TK1	17	cell organization and biogenesis;cell proliferation;metabolic process;response to stimulus	cytoplasm;cytosol	catalytic activity;metal ion binding;nucleotide binding;protein binding	Pf00265	0.971	1.024	0.955	0.833	0.759	0.634	0.48	0.408	0.259	5376.9	5222.8	5504.9	5135.3	4479.8	4078.4	3410.4	2582.1	2192.6	1395.2	14	14	14	14	14	14	14	14	14	14	9	0	85.81831634	11	535.5286957	10
FALSE	IsMasterProtein	P04217	Alpha-1B-glycoprotein OS=Homo sapiens GN=A1BG PE=1 SV=4	1.414141414	1	2	1	1	495	54.22	5.86		1	ENSG00000121410	A1BG	19		extracellular	protein binding	"Pf00047, Pf13895, Pf13927"																														0.116	0	1.925265312	1	0	1
FALSE	IsMasterProtein	P04264	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	21.89440994	16	37	10	1	644	65.999	8.12		3848	ENSG00000167768	KRT1	12	defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytoskeleton;membrane;nucleus	catalytic activity;motor activity;protein binding;receptor activity;structural molecule activity;transporter activity	"Pf00038, Pf01576, Pf05103, Pf05957, Pf12128, Pf13166, Pf13514"	1.072	1.281	1.283	1.894	1.024	0.758	1.645	0.506	2.038	1789.4	1919.1	2291.7	2296.5	3388.7	1831.6	1356.6	2942.8	905.9	3646.7	7	7	7	7	7	7	7	7	7	7	1.637	0	72.84656703	16	340.4823002	12
FALSE	IsMasterProtein	P04350	Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2	73.64864865	23	358	2	1	444	49.554	4.88		10382	ENSG00000104833	TUBB4A	19	cell organization and biogenesis;metabolic process	cytoplasm;cytoskeleton;cytosol;nucleus	catalytic activity;nucleotide binding;protein binding;structural molecule activity	"Pf00091, Pf03953, Pf10644"	1.061	1.084	1.138	0.881	0.679	0.345	0.095	0.05	0.039	2150.9	2282.8	2331.5	2447.8	1894.7	1459.6	741.5	203.4	107.2	84.1	5	5	5	5	5	5	5	5	5	5	121.168	3	597.611056	23	2961.062132	22
FALSE	IsMasterProtein	P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	66.86567164	21	799	2	1	335	36.03	8.46		2597	ENSG00000111640	GAPDH	12	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	catalytic activity;nucleotide binding;protein binding	"Pf00044, Pf02800"	0.995	1.046	1.006	0.898	0.77	0.745	0.593	0.34	0.103	74679.1	74269.2	78077.4	75104.5	67093.4	57479.6	55624.8	44307.7	25373	7714.1	47	47	47	47	47	47	47	47	47	47	267.27	43	1400.256554	21	7930.519375	18
FALSE	IsMasterProtein	P04424	Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4	35.12931034	16	49	16	1	464	51.625	6.48		435	ENSG00000126522	ASL	7	cell organization and biogenesis;metabolic process	cytoplasm;cytosol	catalytic activity;protein binding	"Pf00206, Pf14698"	0.951	1.095	0.905	0.838	0.633	0.435	0.102	0.053	0.036	5969.6	5676.8	6538.2	5404.4	4999.8	3776.1	2599.3	610.9	314.5	216.8	14	14	14	14	14	14	14	14	14	14	4.505	0	93.42046189	16	488.8045455	16
FALSE	IsMasterProtein	P04629	High affinity nerve growth factor receptor OS=Homo sapiens GN=NTRK1 PE=1 SV=4	0.879396985	1	2	1	1	796	87.441	6.64		4914	ENSG00000198400	NTRK1	1	cell death;cell differentiation;cell organization and biogenesis;cellular component movement;development;metabolic process;regulation of biological process;response to stimulus	cell surface;cytoplasm;endosome;membrane	catalytic activity;nucleotide binding;protein binding;receptor activity;signal transducer activity	"Pf00069, Pf07679, Pf07714, Pf13855, Pf15102"																														0.062	0	2.679050207	1	0	1
