"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S2] F2: 126, Control, drugS"	"Found in Sample: [S12] F2: 127N, Sample, drugS"	"Found in Sample: [S13] F2: 127C, Sample, drugS"	"Found in Sample: [S14] F2: 128N, Sample, drugS"	"Found in Sample: [S15] F2: 128C, Sample, drugS"	"Found in Sample: [S16] F2: 129N, Sample, drugS"	"Found in Sample: [S17] F2: 129C, Sample, drugS"	"Found in Sample: [S18] F2: 130N, Sample, drugS"	"Found in Sample: [S19] F2: 130C, Sample, drugS"	"Found in Sample: [S20] F2: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F2: 126, Control, drugS"	"Abundance: F2: 127N, Sample, drugS"	"Abundance: F2: 127C, Sample, drugS"	"Abundance: F2: 128N, Sample, drugS"	"Abundance: F2: 128C, Sample, drugS"	"Abundance: F2: 129N, Sample, drugS"	"Abundance: F2: 129C, Sample, drugS"	"Abundance: F2: 130N, Sample, drugS"	"Abundance: F2: 130C, Sample, drugS"	"Abundance: F2: 131, Sample, drugS"	"Abundances Count: F2: 126, Control, drugS"	"Abundances Count: F2: 127N, Sample, drugS"	"Abundances Count: F2: 127C, Sample, drugS"	"Abundances Count: F2: 128N, Sample, drugS"	"Abundances Count: F2: 128C, Sample, drugS"	"Abundances Count: F2: 129N, Sample, drugS"	"Abundances Count: F2: 129C, Sample, drugS"	"Abundances Count: F2: 130N, Sample, drugS"	"Abundances Count: F2: 130C, Sample, drugS"	"Abundances Count: F2: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"P49327"	"Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3"	"0"	"445.203566570899"	"27.2799681401832"	"55"	"134"	"55"	"1"	"2511"	"273.254"	"6.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e8"	"1.7e8"	"2.1e8"	"2.1e8"	"1.8e8"	"2.2e8"	"1.9e8"	"1.8e8"	"1.9e8"	"1.7e8"	"0.906"	"1.021"	"1.120"	"0.977"	"1.138"	"0.907"	"0.943"	"1.025"	"0.933"	"17553.7"	"15896.6"	"17928.4"	"19652.4"	"17145.6"	"19976.5"	"15927.1"	"16556.7"	"17995.8"	"16375.1"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"4.13"	"0"	"477.332230806351"	"55"
"False"	"High"	"IsMasterProtein"	"P13796"	"Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6"	"0"	"428.053655954649"	"56.7783094098884"	"28"	"208"	"23"	"1"	"627"	"70.244"	"5.43"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e9"	"1.1e9"	"1.2e9"	"1.2e9"	"1.1e9"	"1.2e9"	"1.1e9"	"9.1e8"	"1.1e9"	"9.0e8"	"0.987"	"1.122"	"1.175"	"1.068"	"1.137"	"1.031"	"0.921"	"1.079"	"0.947"	"27255.2"	"26905.9"	"30575.0"	"32016.8"	"29112.0"	"30986.8"	"28101.6"	"25093.0"	"29403.0"	"25818.4"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"104.635"	"11"	"751.387372732162"	"28"
"False"	"High"	"IsMasterProtein"	"P0DMV9"	"Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1"	"0"	"425.641927625799"	"55.6942277691108"	"26"	"301"	"21"	"1"	"641"	"70.009"	"5.66"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.0e9"	"2.9e9"	"3.2e9"	"3.5e9"	"2.9e9"	"3.3e9"	"3.1e9"	"2.9e9"	"3.4e9"	"2.6e9"	"0.976"	"1.152"	"1.252"	"1.158"	"1.176"	"1.033"	"0.951"	"1.097"	"0.995"	"24592.3"	"23997.8"	"28336.7"	"30785.5"	"28473.4"	"28917.7"	"25399.7"	"23399.2"	"26988.4"	"24479.1"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"232.572"	"0"	"1018.20731568336"	"26"
"False"	"High"	"IsMasterProtein"	"P12814"	"Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2"	"0"	"413.544691273206"	"50.8968609865471"	"37"	"163"	"23"	"1"	"892"	"102.993"	"5.41"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.5e8"	"4.5e8"	"5.3e8"	"5.2e8"	"5.0e8"	"5.1e8"	"4.5e8"	"3.9e8"	"4.5e8"	"3.7e8"	"0.992"	"1.137"	"1.220"	"1.119"	"1.178"	"1.047"	"0.944"	"1.091"	"0.977"	"8692.6"	"8623.6"	"9881.1"	"10605.8"	"9724.7"	"10242.3"	"9101.9"	"8203.5"	"9481.0"	"8496.4"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"23.742"	"0"	"582.39780163765"	"37"
"False"	"High"	"IsMasterProtein"	"Q5T4S7-2"	"Isoform 2 of E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4"	"0"	"410.761704688273"	"16.2759415833974"	"70"	"113"	"70"	"1"	"5204"	"575.592"	"6.01"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.7e7"	"5.7e7"	"5.9e7"	"6.6e7"	"5.8e7"	"6.7e7"	"5.5e7"	"5.9e7"	"6.5e7"	"5.8e7"	"0.933"	"1.017"	"1.135"	"0.983"	"1.145"	"0.924"	"0.943"	"1.046"	"0.915"	"15468.4"	"14430.5"	"15732.5"	"17560.0"	"15209.5"	"17713.0"	"14292.3"	"14580.5"	"16179.5"	"14150.7"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"1.131"	"0"	"421.811032056808"	"70"
"False"	"High"	"IsMasterProtein"	"P42704"	"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3"	"0"	"410.501268443762"	"38.6657101865136"	"47"	"116"	"47"	"1"	"1394"	"157.805"	"6.13"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e8"	"1.2e8"	"1.3e8"	"1.4e8"	"1.3e8"	"1.4e8"	"1.2e8"	"1.2e8"	"1.3e8"	"1.2e8"	"0.932"	"1.051"	"1.161"	"0.997"	"1.160"	"0.942"	"0.970"	"1.059"	"0.963"	"15269.3"	"14234.0"	"16049.3"	"17729.4"	"15221.0"	"17714.0"	"14376.5"	"14811.1"	"16164.3"	"14704.7"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"6.627"	"0"	"404.245438933373"	"47"
"False"	"High"	"IsMasterProtein"	"P78527"	"DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3"	"0"	"410.464982015998"	"19.5009689922481"	"68"	"108"	"68"	"1"	"4128"	"468.788"	"7.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.8e7"	"6.6e7"	"8.3e7"	"8.9e7"	"6.9e7"	"8.2e7"	"7.1e7"	"7.2e7"	"8.4e7"	"7.2e7"	"0.870"	"0.963"	"1.081"	"0.894"	"1.142"	"0.865"	"0.956"	"1.012"	"0.908"	"16291.0"	"14175.6"	"15682.1"	"17611.7"	"14571.8"	"18606.3"	"14088.8"	"15569.8"	"16480.1"	"14791.6"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"78"	"1.288"	"0"	"407.87430024147"	"68"
"False"	"High"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	"0"	"407.562938122269"	"60.5584642233857"	"24"	"161"	"24"	"1"	"573"	"61.016"	"5.87"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.9e8"	"8.3e8"	"9.0e8"	"1.0e9"	"9.2e8"	"1.0e9"	"8.1e8"	"8.4e8"	"8.4e8"	"8.2e8"	"0.954"	"1.084"	"1.178"	"1.042"	"1.165"	"0.988"	"0.968"	"1.054"	"0.945"	"20634.7"	"19681.4"	"22362.0"	"24305.7"	"21495.9"	"24040.4"	"20386.8"	"19983.6"	"21757.2"	"19506.2"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"92.804"	"0"	"624.063232421875"	"24"
"False"	"High"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4"	"0"	"406.21138279872"	"60.948905109489"	"32"	"228"	"32"	"1"	"548"	"59.583"	"5.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.1e9"	"2.0e9"	"2.4e9"	"2.5e9"	"2.3e9"	"2.3e9"	"2.3e9"	"1.9e9"	"2.2e9"	"2.1e9"	"0.972"	"1.131"	"1.197"	"1.136"	"1.147"	"1.031"	"0.943"	"1.081"	"0.952"	"31678.7"	"30787.7"	"35818.9"	"37930.4"	"35975.9"	"36350.4"	"32666.7"	"29857.9"	"34245.8"	"30151.0"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"206.526"	"0"	"805.553789377213"	"32"
"False"	"High"	"IsMasterProtein"	"P13667"	"Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2"	"0"	"397.972870897036"	"50.077519379845"	"28"	"127"	"28"	"1"	"645"	"72.887"	"5.07"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.8e8"	"3.4e8"	"4.2e8"	"4.2e8"	"3.7e8"	"3.6e8"	"3.6e8"	"3.2e8"	"3.5e8"	"3.1e8"	"0.953"	"1.137"	"1.203"	"1.041"	"1.138"	"1.011"	"0.938"	"1.068"	"0.958"	"17466.7"	"16637.9"	"19859.8"	"21019.7"	"18178.8"	"19884.5"	"17651.0"	"16391.7"	"18663.1"	"16732.7"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"51.166"	"0"	"447.808941841125"	"28"
"False"	"High"	"IsMasterProtein"	"P04075-2"	"Isoform 2 of Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA"	"0"	"397.206515853507"	"59.8086124401914"	"21"	"292"	"17"	"1"	"418"	"45.232"	"8.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.5e9"	"9.4e9"	"1.1e10"	"1.0e10"	"9.8e9"	"9.7e9"	"9.6e9"	"8.1e9"	"8.8e9"	"7.5e9"	"1.019"	"1.141"	"1.313"	"1.167"	"1.207"	"1.061"	"0.964"	"1.110"	"1.033"	"27792.1"	"28321.3"	"31698.5"	"36480.5"	"32437.2"	"33551.6"	"29481.5"	"26785.8"	"30843.3"	"28715.0"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"999"	"8"	"1084.90203905106"	"21"
"False"	"High"	"IsMasterProtein"	"Q7Z6Z7"	"E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3"	"0"	"395.480438505586"	"18.7471422039323"	"63"	"122"	"63"	"1"	"4374"	"481.589"	"5.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e8"	"1.2e8"	"1.4e8"	"1.6e8"	"1.6e8"	"1.8e8"	"1.4e8"	"1.2e8"	"1.4e8"	"1.4e8"	"0.992"	"1.102"	"1.207"	"1.063"	"1.180"	"1.001"	"0.957"	"1.065"	"0.967"	"13948.0"	"13833.2"	"15372.0"	"16834.4"	"14819.9"	"16459.9"	"13959.9"	"13353.2"	"14852.9"	"13487.4"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"1.601"	"0"	"424.455837488174"	"63"
"False"	"High"	"IsMasterProtein"	"P17987"	"T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1"	"0"	"393.693193385761"	"65.6474820143885"	"27"	"203"	"27"	"1"	"556"	"60.306"	"6.11"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.7e9"	"1.8e9"	"1.9e9"	"2.1e9"	"2.0e9"	"2.0e9"	"1.7e9"	"1.7e9"	"1.8e9"	"1.7e9"	"1.008"	"1.137"	"1.232"	"1.199"	"1.186"	"1.036"	"0.969"	"1.099"	"0.994"	"22997.7"	"23180.7"	"26159.5"	"28337.1"	"27585.7"	"27273.0"	"23827.3"	"22293.1"	"25273.2"	"22861.4"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"136.686"	"0"	"777.961387634277"	"27"
"False"	"High"	"IsMasterProtein"	"P13639"	"Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4"	"0"	"389.452647752749"	"43.1235431235431"	"33"	"194"	"32"	"1"	"858"	"95.277"	"6.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e9"	"3.3e9"	"3.5e9"	"4.1e9"	"3.4e9"	"3.7e9"	"3.3e9"	"3.1e9"	"3.5e9"	"3.0e9"	"0.987"	"1.157"	"1.209"	"1.273"	"1.166"	"1.039"	"0.951"	"1.084"	"0.963"	"22785.4"	"22491.8"	"26372.7"	"27554.3"	"28997.2"	"26578.3"	"23681.9"	"21659.5"	"24688.8"	"21940.8"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"54.048"	"1"	"621.798368692398"	"33"
"False"	"High"	"IsMasterProtein"	"P48643"	"T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1"	"0"	"386.697780746707"	"56.1922365988909"	"26"	"198"	"25"	"1"	"541"	"59.633"	"5.66"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e9"	"2.0e9"	"2.4e9"	"2.6e9"	"2.2e9"	"2.6e9"	"2.2e9"	"2.0e9"	"2.1e9"	"2.0e9"	"0.975"	"1.123"	"1.184"	"1.072"	"1.147"	"1.035"	"0.938"	"1.081"	"0.920"	"16790.0"	"16372.4"	"18852.6"	"19873.8"	"17997.8"	"19260.3"	"17379.6"	"15753.1"	"18156.3"	"15441.0"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"105.247"	"1"	"698.860335826874"	"26"
"False"	"High"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4"	"0"	"383.660051295422"	"52.165725047081"	"24"	"166"	"2"	"1"	"531"	"57.9"	"7.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e8"	"2.9e8"	"3.6e8"	"3.6e8"	"3.7e8"	"3.7e8"	"3.4e8"	"3.8e8"	"3.7e8"	"3.8e8"	"0.942"	"1.035"	"1.102"	"0.874"	"1.125"	"0.967"	"0.917"	"1.027"	"0.949"	"1048.2"	"987.8"	"1085.0"	"1155.3"	"916.1"	"1179.0"	"1013.1"	"961.1"	"1076.3"	"995.2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"76.964"	"0"	"614.449830532074"	"24"
"False"	"High"	"IsMasterProtein"	"Q9Y4L1"	"Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1"	"0"	"372.409667768109"	"45.4454454454455"	"34"	"110"	"34"	"1"	"999"	"111.266"	"5.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.0e8"	"2.7e8"	"3.2e8"	"3.6e8"	"3.0e8"	"3.2e8"	"2.8e8"	"2.8e8"	"2.9e8"	"2.7e8"	"0.961"	"1.108"	"1.194"	"1.150"	"1.179"	"0.978"	"0.948"	"1.061"	"0.955"	"12670.1"	"12173.5"	"14040.8"	"15129.4"	"14568.3"	"14940.1"	"12390.5"	"12010.2"	"13444.1"	"12097.2"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"18.201"	"0"	"401.225529670715"	"34"
"False"	"High"	"IsMasterProtein"	"P26038"	"Moesin OS=Homo sapiens GN=MSN PE=1 SV=3"	"0"	"372.071239741264"	"58.9254766031196"	"35"	"201"	"26"	"1"	"577"	"67.778"	"6.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.8e9"	"2.8e9"	"3.2e9"	"3.4e9"	"3.1e9"	"3.2e9"	"2.8e9"	"2.6e9"	"2.8e9"	"2.5e9"	"1.003"	"1.184"	"1.225"	"1.515"	"1.172"	"1.062"	"0.956"	"1.087"	"0.956"	"18189.2"	"18244.1"	"21531.5"	"22287.8"	"27562.7"	"21319.9"	"19324.7"	"17384.3"	"19768.6"	"17395.6"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"155.719"	"15"	"648.537632703781"	"35"
"False"	"High"	"IsMasterProtein"	"P38646"	"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	"0"	"369.046810353369"	"48.159057437408"	"29"	"165"	"28"	"1"	"679"	"73.635"	"6.16"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e9"	"1.5e9"	"1.6e9"	"1.6e9"	"1.7e9"	"1.7e9"	"1.5e9"	"1.4e9"	"1.5e9"	"1.4e9"	"1.010"	"1.151"	"1.223"	"1.194"	"1.187"	"1.044"	"0.956"	"1.087"	"0.980"	"17772.3"	"17951.6"	"20448.5"	"21732.2"	"21221.1"	"21090.3"	"18556.6"	"16992.0"	"19317.4"	"17412.0"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"61.439"	"0"	"632.831077575684"	"29"
"False"	"High"	"IsMasterProtein"	"P22314"	"Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3"	"0"	"367.603258713763"	"42.4385633270321"	"33"	"132"	"33"	"1"	"1058"	"117.774"	"5.76"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.5e8"	"4.7e8"	"5.9e8"	"5.9e8"	"4.9e8"	"5.4e8"	"4.8e8"	"4.7e8"	"4.9e8"	"4.4e8"	"0.958"	"1.085"	"1.176"	"1.030"	"1.161"	"0.962"	"0.952"	"1.063"	"0.950"	"13472.9"	"12909.5"	"14620.8"	"15848.5"	"13874.1"	"15647.4"	"12958.5"	"12820.7"	"14326.7"	"12799.6"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"14.252"	"0"	"440.141990423203"	"33"
"False"	"High"	"IsMasterProtein"	"P50991"	"T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4"	"0"	"365.671938545704"	"58.9981447124304"	"26"	"165"	"25"	"1"	"539"	"57.888"	"7.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.9e9"	"1.9e9"	"2.3e9"	"2.2e9"	"1.9e9"	"2.1e9"	"1.8e9"	"1.8e9"	"1.8e9"	"1.7e9"	"0.979"	"1.123"	"1.212"	"1.170"	"1.172"	"1.022"	"0.944"	"1.090"	"0.975"	"21847.0"	"21377.5"	"24539.4"	"26479.9"	"25571.1"	"25614.3"	"22335.5"	"20624.9"	"23821.0"	"21301.9"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"72.862"	"0"	"627.261677265167"	"26"
"False"	"High"	"IsMasterProtein"	"P14618-2"	"Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens GN=PKM"	"0"	"365.517320342674"	"50.0941619585687"	"24"	"158"	"2"	"1"	"531"	"58.025"	"7.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.2e6"	"9.6e6"	"1.1e7"	"1.2e7"	"1.0e7"	"1.1e7"	"9.7e6"	"9.3e6"	"1.1e7"	"9.2e6"	"0.958"	"1.146"	"1.189"	"1.097"	"1.142"	"1.012"	"0.945"	"1.080"	"0.964"	"20743.6"	"19876.9"	"23772.9"	"24672.8"	"22757.1"	"23695.2"	"20987.3"	"19595.4"	"22410.0"	"19989.8"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"60.585"	"37"	"582.686616659164"	"24"
"False"	"High"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1"	"0"	"357.926903961892"	"53.8666666666667"	"14"	"564"	"6"	"1"	"375"	"41.71"	"5.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e10"	"1.0e10"	"1.3e10"	"1.4e10"	"1.3e10"	"1.3e10"	"1.1e10"	"1.0e10"	"1.1e10"	"1.1e10"	"0.982"	"1.158"	"1.310"	"1.159"	"1.202"	"1.058"	"0.960"	"1.114"	"1.033"	"60175.7"	"59083.1"	"69695.5"	"78800.6"	"69759.8"	"72315.1"	"63672.2"	"57764.7"	"67061.0"	"62149.2"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"739.568"	"17"	"2138.92267560959"	"14"
"False"	"High"	"IsMasterProtein"	"P49368"	"T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4"	"0"	"357.145989892818"	"54.8623853211009"	"28"	"208"	"2"	"1"	"545"	"60.495"	"6.49"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e9"	"1.2e9"	"1.5e9"	"1.7e9"	"1.5e9"	"1.5e9"	"1.4e9"	"1.2e9"	"1.4e9"	"1.4e9"	"0.977"	"1.119"	"1.200"	"1.121"	"1.167"	"1.018"	"0.947"	"1.083"	"0.958"	"20583.2"	"20117.4"	"23022.9"	"24705.0"	"23077.4"	"24026.5"	"20963.2"	"19499.5"	"22282.7"	"19718.7"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"99"	"41"	"673.430100798607"	"28"
"False"	"High"	"IsMasterProtein"	"Q13813"	"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3"	"0"	"355.003813149711"	"30.8252427184466"	"69"	"101"	"69"	"1"	"2472"	"284.364"	"5.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.3e7"	"6.4e7"	"6.9e7"	"7.3e7"	"6.6e7"	"7.1e7"	"6.6e7"	"5.9e7"	"6.5e7"	"5.8e7"	"0.990"	"1.112"	"1.199"	"1.064"	"1.160"	"1.014"	"0.948"	"1.055"	"0.944"	"12540.5"	"12414.6"	"13946.8"	"15030.1"	"13338.6"	"14547.7"	"12711.5"	"11890.6"	"13225.8"	"11843.0"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"1.768"	"0"	"360.590550422668"	"69"
"False"	"High"	"IsMasterProtein"	"P07814"	"Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5"	"0"	"354.208943903934"	"29.1005291005291"	"40"	"128"	"39"	"1"	"1512"	"170.483"	"7.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.5e8"	"3.2e8"	"3.7e8"	"3.8e8"	"3.4e8"	"3.6e8"	"3.1e8"	"3.2e8"	"3.6e8"	"3.1e8"	"0.914"	"1.042"	"1.147"	"0.985"	"1.137"	"0.924"	"0.956"	"1.018"	"0.929"	"18570.5"	"16967.1"	"19345.7"	"21300.0"	"18283.6"	"21109.5"	"17154.6"	"17744.3"	"18896.8"	"17258.4"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"6.43"	"1"	"432.542508840561"	"40"
"False"	"High"	"IsMasterProtein"	"P53396"	"ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3"	"0"	"351.169456310583"	"38.2379654859219"	"36"	"109"	"36"	"1"	"1101"	"120.762"	"7.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.2e8"	"5.0e8"	"5.7e8"	"6.0e8"	"4.9e8"	"5.3e8"	"4.8e8"	"4.4e8"	"5.2e8"	"4.4e8"	"0.949"	"1.131"	"1.203"	"1.069"	"1.163"	"0.999"	"0.954"	"1.061"	"0.962"	"13181.4"	"12509.6"	"14905.7"	"15859.0"	"14096.4"	"15325.1"	"13169.7"	"12569.8"	"13989.2"	"12683.7"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"12.164"	"0"	"390.915552139282"	"36"
"False"	"High"	"IsMasterProtein"	"P05787-2"	"Isoform 2 of Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8"	"0"	"349.513958564333"	"50.0978473581213"	"28"	"199"	"21"	"1"	"511"	"56.573"	"5.43"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e9"	"1.1e9"	"1.2e9"	"1.2e9"	"1.2e9"	"1.2e9"	"1.1e9"	"9.9e8"	"1.2e9"	"9.4e8"	"1.008"	"1.112"	"1.210"	"1.118"	"1.161"	"1.029"	"0.948"	"1.064"	"0.960"	"24030.4"	"24228.6"	"26719.3"	"29067.4"	"26865.2"	"27910.7"	"24736.6"	"22784.6"	"25563.9"	"23073.6"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"55"	"285.512"	"11"	"600.59546995163"	"28"
"False"	"High"	"IsMasterProtein"	"P08670"	"Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4"	"0"	"348.846706656365"	"56.8669527896996"	"27"	"232"	"24"	"1"	"466"	"53.619"	"5.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e9"	"3.0e9"	"3.2e9"	"3.7e9"	"3.1e9"	"3.5e9"	"3.1e9"	"2.8e9"	"3.1e9"	"2.4e9"	"1.011"	"1.127"	"1.213"	"1.154"	"1.199"	"1.048"	"0.976"	"1.087"	"0.982"	"22442.9"	"22687.6"	"25284.5"	"27217.6"	"25909.3"	"26913.6"	"23523.6"	"21914.9"	"24402.8"	"22031.6"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"224.393"	"2"	"759.911975383759"	"27"
